ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,OriginalState,State,Country,Phone,Real Email,Notes,Opt Out,LastPurchaseDate,FirstPurchaseDate
6738,,,,,,WAKE FOREST,NC,NC,US,,,,,2017-12-07 12:15,2017-12-07 12:15
6758,1,1,1,1,14.98,honolulu,HI,HI,US,,,,,2018-03-22 14:38,2017-11-26 15:03
6763,1,1,1,1,14.98,FLAGSTAFF,ARIZONA,AZ,US,,,,,2018-04-02 21:59,2017-12-07 19:52
6779,3,1,3,3,43.94,STUTTGART,AR,AR,US,,,,,2018-08-30 4:47,2017-11-29 4:31
6781,1,1,1,1,14.98,Los Angeles,CA,CA,US,,,,,2018-07-29 13:34,2017-12-08 23:42
6808,1,1,1,1,14.98,Chicopee,MA,MA,US,,,,,2018-03-31 17:49,2017-11-21 8:13
6816,1,1,1,1,14.98,Highlands,NC,NC,US,,,,,2018-02-07 19:53,2017-12-07 14:05
6822,1,1,1,1,12.7,BELMONT,CALIFORNIA,CA,US,,,,,2018-09-18 9:11,2017-12-07 19:42
6824,1,1,2,1,29.96,LAWRENCE,MA,MA,US,,,,,2018-02-19 5:34,2017-12-09 18:24
6834,3,1,7,3,98.89,Oakland,ca,CA,US,,,,,2018-11-08 14:00,2017-12-10 5:52
6848,22,2,23,18,393.04,PITTSBURGH,PA,PA,US,,,,,2019-07-25 4:49,2017-11-14 15:00
6860,1,1,1,1,12.75,orlando,Florida,FL,US,,,,,2019-05-04 17:41,2017-12-10 7:47
6868,4,1,7,4,104.86,TOPSHAM,ME,ME,US,,,,,2018-03-01 8:02,2017-12-06 5:54
6875,1,1,1,1,14.98,Derwood,MD,MD,US,,,,,2018-07-31 22:36,2017-12-10 8:25
6887,2,1,2,2,27.89,ASHEVILLE,NC,NC,US,,,,,2019-02-20 12:06,2017-12-11 16:16
6899,1,1,1,1,12.99,BROOKLYN,NEW YORK,NY,US,,,,,2018-11-11 5:41,2017-12-09 18:26
6914,1,1,1,1,13.98,TUALATIN,OR,OR,US,,,,,2018-06-08 0:13,2017-12-07 3:33
6946,1,1,1,1,12.75,SAVANNAH,GA,GA,US,,,,,2019-05-01 6:52,2017-12-15 10:46
6951,1,1,1,1,14.98,LA JOLLA,CA,CA,US,,,,,2017-12-16 13:45,2017-12-16 13:45
6952,1,1,1,1,14.98,HATFIELD,PA,PA,US,,,,,2017-12-16 9:28,2017-12-16 9:28
6954,1,1,1,1,14.98,NORTHRIDGE,California,CA,US,,,,,2017-12-16 13:47,2017-12-16 13:47
6956,1,1,1,1,14.98,NEWBURY PARK,CA,CA,US,,,,,2017-12-16 17:41,2017-12-16 17:41
6958,1,1,1,1,14.98,NEWPORT,RI,RI,US,,,,,2017-12-16 7:39,2017-12-16 7:39
6959,1,1,1,1,14.98,SAN DIEGO,CA,CA,US,,,,,2017-12-16 19:43,2017-12-16 19:43
6961,1,1,1,1,14.98,PLEASANTON,CA,CA,US,,,,,2017-12-16 18:28,2017-12-16 18:28
6962,1,1,1,1,14.98,Lewiston,ME,ME,US,,,,,2017-12-16 17:47,2017-12-16 17:47
6963,1,1,1,1,14.98,FORT COLLINS,CO,CO,US,,,,,2017-12-16 20:54,2017-12-16 20:54
6964,1,1,1,1,14.98,WATERTOWN,MA,MA,US,,,,,2017-12-16 14:28,2017-12-16 14:28
6965,1,1,1,1,14.98,SAWYER,KS,KS,US,,,,,2017-12-16 10:17,2017-12-16 10:17
6966,1,1,1,1,14.98,MARIETTA,GA,GA,US,,,,,2017-12-16 13:32,2017-12-16 13:32
6967,1,1,1,1,14.98,Tucson,AZ,AZ,US,,,,,2017-12-16 10:36,2017-12-16 10:36
6969,1,1,1,1,14.98,LOS GATOS,CA,CA,US,,,,,2017-12-16 12:03,2017-12-16 12:03
6970,1,1,1,1,14.98,FLORIDA,NY,NY,US,,,,,2017-12-16 7:47,2017-12-16 7:47
6972,1,1,1,1,14.98,DALY CITY,CA,CA,US,,,,,2017-12-14 12:11,2017-12-14 12:11
6973,1,1,1,1,16.98,ORLANDO,FL,FL,US,,,,,2017-12-15 5:37,2017-12-15 5:37
6974,1,1,1,1,14.98,WYOMISSING,PA,PA,US,,,,,2017-12-16 9:33,2017-12-16 9:33
6976,1,1,1,1,14.98,REDDING,CA,CA,US,,,,,2017-12-16 15:24,2017-12-16 15:24
6978,1,1,1,1,14.98,SOUTH LAKE TAHOE,CA,CA,US,,,,,2017-12-17 14:18,2017-12-17 14:18
6979,1,1,1,1,14.98,MINNEAPOLIS,MN,MN,US,,,,,2017-12-14 20:35,2017-12-14 20:35
6980,1,1,1,1,14.98,Granville,Ohio,OH,US,,,,,2017-12-16 16:45,2017-12-16 16:45
6981,1,1,1,1,16.98,PHOENIX,AZ,AZ,US,,,,,2017-12-16 19:25,2017-12-16 19:25
6982,1,1,1,1,14.98,Redondo Beach,CA,CA,US,,,,,2017-12-16 12:14,2017-12-16 12:14
6983,1,1,1,1,14.98,Fresno,CA,CA,US,,,,,2017-12-17 13:53,2017-12-17 13:53
6984,1,1,1,1,14.98,BROOKLYN,NY,NY,US,,,,,2017-12-17 18:38,2017-12-17 18:38
6985,1,1,1,1,14.98,MISSION VIEJO,CA,CA,US,,,,,2017-12-16 23:31,2017-12-16 23:31
6988,1,1,1,1,16.98,BOLINGBROOK,ILLINOIS,IL,US,,,,,2017-12-17 19:36,2017-12-17 19:36
6989,1,1,1,1,14.98,LEHIGH ACRES,FL,FL,US,,,,,2017-12-17 7:25,2017-12-17 7:25
6990,1,1,1,1,14.98,ITHACA,NY,NY,US,,,,,2017-12-17 12:28,2017-12-17 12:28
6991,1,1,1,1,14.98,EAST JORDAN,MI,MI,US,,,,,2017-12-14 18:19,2017-12-14 18:19
6992,1,1,1,1,16.98,North Richland Hills,Tx,TX,US,,,,,2017-12-17 14:25,2017-12-17 14:25
6994,3,1,3,3,44.94,BROOKLYN,NY,NY,US,,,,,2018-08-07 8:45,2017-11-22 16:29
6995,1,1,1,1,14.98,Monte Rio,CA,CA,US,,,,,2017-12-17 17:19,2017-12-17 17:19
6996,1,1,1,1,14.98,SAINT SIMONS ISLAND,GA,GA,US,,,,,2017-12-17 14:59,2017-12-17 14:59
6997,1,1,1,1,14.98,NEEDHAM HEIGHTS,MA,MA,US,,,,,2017-12-17 4:21,2017-12-17 4:21
6998,1,1,1,1,14.98,JENISON,MI,MI,US,,,,,2017-12-17 12:42,2017-12-17 12:42
7000,1,1,1,1,14.98,AVON,CT,CT,US,,,,,2017-12-17 15:25,2017-12-17 15:25
7001,1,1,1,1,14.98,THE WOODLANDS,TX,TX,US,,,,,2017-12-17 22:14,2017-12-17 22:14
7002,1,1,1,1,14.98,SALEM,MA,MA,US,,,,,2017-12-17 5:39,2017-12-17 5:39
7003,1,1,1,1,14.98,ANNAWAN,IL,IL,US,,,,,2017-12-17 14:13,2017-12-17 14:13
7004,1,1,1,1,14.98,YARDLEY,PA,PA,US,,,,,2017-12-17 10:28,2017-12-17 10:28
7005,1,1,1,1,14.98,FRISCO,TX,TX,US,,,,,2017-12-16 5:20,2017-12-16 5:20
7009,1,1,1,1,14.98,PHILADELPHIA,PA,PA,US,,,,,2017-12-17 18:04,2017-12-17 18:04
7010,1,1,1,1,14.98,Beaverton,Oregon,OR,US,,,,,2017-12-16 14:02,2017-12-16 14:02
7011,1,1,1,1,14.98,GRAND RAPIDS,MICHIGAN,MI,US,,,,,2017-12-17 18:20,2017-12-17 18:20
7012,1,1,1,1,14.98,SACRAMENTO,CA,CA,US,,,,,2017-12-17 12:44,2017-12-17 12:44
7013,1,1,1,1,14.98,GRANTS PASS,OR,OR,US,,,,,2017-12-18 4:21,2017-12-18 4:21
7014,1,1,1,1,14.98,TORRANCE,CA,CA,US,,,,,2017-12-11 11:36,2017-12-11 11:36
7015,1,1,1,1,14.98,CRESTLINE,CA,CA,US,,,,,2017-12-17 12:21,2017-12-17 12:21
7016,1,1,1,1,14.98,SNOHOMISH,WA,WA,US,,,,,2017-12-18 9:43,2017-12-18 9:43
7017,1,1,1,1,14.98,Westmont,IL,IL,US,,,,,2017-12-18 10:25,2017-12-18 10:25
7018,1,1,1,1,14.98,SAN FRANCISCO,CA,CA,US,,,,,2017-12-18 14:35,2017-12-18 14:35
7020,1,1,1,1,14.98,NEW ORLEANS,LA,LA,US,,,,,2017-12-18 12:40,2017-12-18 12:40
7021,1,1,2,1,29.96,MOUNT VERNON,NY,NY,US,,,,,2017-12-15 15:13,2017-12-15 15:13
7022,1,1,1,1,14.98,SEYMOUR,INDIANA,IN,US,,,,,2017-12-18 10:38,2017-12-18 10:38
7024,1,1,1,1,14.98,LOUISVILLE,KY,KY,US,,,,,2017-12-17 17:37,2017-12-17 17:37
7026,2,1,2,2,33.96,SAN FRANCISCO,CA,CA,US,,,,,2017-12-23 11:50,2017-12-18 7:44
7027,1,1,1,1,14.98,San Diego,California,CA,US,,,,,2017-12-17 21:03,2017-12-17 21:03
7029,1,1,1,1,16.98,REDONDO BEACH,CA,CA,US,,,,,2017-12-17 13:14,2017-12-17 13:14
7030,1,1,1,1,14.98,UXBRIDGE,MA,MA,US,,,,,2017-12-18 12:42,2017-12-18 12:42
7031,1,1,1,1,14.98,SENECA,SC,SC,US,,,,,2017-12-17 18:37,2017-12-17 18:37
7032,1,1,1,1,14.98,DAVIE,FL,FL,US,,,,,2017-12-18 20:34,2017-12-18 20:34
7033,1,1,1,1,14.98,CARLISLE,PENNSYLVANIA,PA,US,,,,,2017-12-18 18:19,2017-12-18 18:19
7034,1,1,1,1,14.98,Edison,NJ,NJ,US,,,,,2017-12-18 20:42,2017-12-18 20:42
7035,1,1,1,1,14.98,ROCKPORT,ME,ME,US,,,,,2017-12-17 16:13,2017-12-17 16:13
7036,1,1,1,1,14.98,NEWCASTLE,WY,WY,US,,,,,2017-12-18 15:10,2017-12-18 15:10
7037,1,1,1,1,14.98,ARLINGTON,VA,VA,US,,,,,2017-12-18 12:36,2017-12-18 12:36
7038,3,1,3,3,44.94,Flushing,NY,NY,US,,,,,2018-07-16 6:46,2017-12-18 19:10
7039,1,1,1,1,14.98,ASHLAND CITY,TN,TN,US,,,,,2017-12-17 21:40,2017-12-17 21:40
7040,1,1,3,1,44.94,RALEIGH,NC,NC,US,,,,,2017-12-18 14:22,2017-12-18 14:22
7041,1,1,1,1,14.98,Algodones,NM,NM,US,,,,,2017-12-18 17:20,2017-12-18 17:20
7042,1,1,1,1,14.98,LA JOLLA,CA,CA,US,,,,,2017-12-17 19:38,2017-12-17 19:38
7043,1,1,1,1,14.98,PHOENIX,AZ,AZ,US,,,,,2017-12-18 22:32,2017-12-18 22:32
7044,1,1,1,1,14.98,BOULDER,CO,CO,US,,,,,2017-12-18 22:17,2017-12-18 22:17
7045,1,1,1,1,14.98,CARY,NC,NC,US,,,,,2017-12-18 13:44,2017-12-18 13:44
7046,1,1,1,1,14.98,Centerville,Ohio,OH,US,,,,,2017-12-18 7:55,2017-12-18 7:55
7047,1,1,1,1,14.98,BROOKLYN,NY,NY,US,,,,,2017-12-18 18:13,2017-12-18 18:13
7049,1,1,1,1,14.98,AVISTON,IL,IL,US,,,,,2017-12-18 14:33,2017-12-18 14:33
7051,1,1,1,1,14.98,ABINGTON,PA,PA,US,,,,,2017-12-16 8:39,2017-12-16 8:39
7052,1,1,1,1,14.98,INDIANAPOLIS,IN,IN,US,,,,,2017-12-19 8:39,2017-12-19 8:39
7053,1,1,1,1,14.98,Bartlett,TN,TN,US,,,,,2017-12-18 9:12,2017-12-18 9:12
7054,1,1,1,1,14.98,CARMEL,NY,NY,US,,,,,2017-12-19 6:34,2017-12-19 6:34
7055,1,1,1,1,16.98,SPICEWOOD,TX,TX,US,,,,,2017-12-18 13:04,2017-12-18 13:04
7056,1,1,1,1,14.98,San Francisco,CA,CA,US,,,,,2017-12-18 21:26,2017-12-18 21:26
7057,1,1,1,1,14.98,MT JULIET,TN,TN,US,,,,,2017-12-19 8:57,2017-12-19 8:57
7058,1,1,1,1,14.98,DORAL,FL,FL,US,,,,,2017-12-13 6:16,2017-12-13 6:16
7059,1,1,1,1,14.98,CLEARWATER,FL,FL,US,,,,,2017-12-15 13:14,2017-12-15 13:14
7060,1,1,1,1,14.98,plano,tx,TX,US,,,,,2017-12-19 12:04,2017-12-19 12:04
7061,1,1,1,1,14.98,WOODLAND,WA,WA,US,,,,,2017-12-18 21:58,2017-12-18 21:58
7062,2,1,2,2,28.97,MORGAN HILL,CA,CA,US,,,,,2019-03-31 11:48,2017-12-19 7:04
7063,1,1,1,1,14.98,TOMS RIVER,NJ,NJ,US,,,,,2017-12-19 10:39,2017-12-19 10:39
7064,1,1,1,1,14.98,WOODLAND HILLS,CA,CA,US,,,,,2017-12-17 6:42,2017-12-17 6:42
7065,1,1,1,1,14.98,HARRISONBURG,VA,VA,US,,,,,2017-12-19 17:17,2017-12-19 17:17
7066,1,1,1,1,14.98,DEMAREST,NJ,NJ,US,,,,,2017-12-17 20:01,2017-12-17 20:01
7067,1,1,1,1,14.98,SAN DIEGO,CA,CA,US,,,,,2017-12-19 6:57,2017-12-19 6:57
7068,1,1,1,1,14.98,Santa Ana,CA,CA,US,,,,,2017-12-18 12:13,2017-12-18 12:13
7069,1,1,1,1,14.98,South San Francisco,CA,CA,US,,,,,2017-12-19 13:43,2017-12-19 13:43
7070,1,1,1,1,14.98,CELEBRATION,FL,FL,US,,,,,2017-12-18 14:16,2017-12-18 14:16
7071,1,1,1,1,14.98,Henderson,Co,CO,US,,,,,2017-12-17 19:17,2017-12-17 19:17
7072,1,1,1,1,14.98,PHILADELPHIA,PA,PA,US,,,,,2017-12-15 18:20,2017-12-15 18:20
7073,2,1,2,2,27.97,PHOENIX,AZ,AZ,US,,,,,2018-10-29 17:28,2017-12-19 12:37
7075,1,1,1,1,14.98,CORTE MADERA,CA,CA,US,,,,,2017-12-18 6:20,2017-12-18 6:20
7076,1,1,1,1,14.98,Honey Creek,IA,IA,US,,,,,2017-12-19 17:42,2017-12-19 17:42
7078,1,1,1,1,14.98,DOUGLASTON,NY,NY,US,,,,,2017-12-19 20:54,2017-12-19 20:54
7079,1,1,1,1,14.98,FRANKLIN,TX,TX,US,,,,,2017-12-19 21:51,2017-12-19 21:51
7080,1,1,1,1,14.98,PORT WENTWORTH,GA,GA,US,,,,,2017-12-20 3:59,2017-12-20 3:59
7081,1,1,1,1,14.98,FOOTHILL RANCH,CA,CA,US,,,,,2017-12-19 16:54,2017-12-19 16:54
7082,1,1,1,1,14.98,Chicago,IL,IL,US,,,,,2017-12-19 13:13,2017-12-19 13:13
7083,1,1,1,1,14.98,DIAMOND BAR,CA,CA,US,,,,,2017-12-19 11:46,2017-12-19 11:46
7084,1,1,1,1,14.98,REDLANDS,CA,CA,US,,,,,2017-12-19 16:20,2017-12-19 16:20
7085,1,1,1,1,14.98,SYKESVILLE,MD,MD,US,,,,,2017-12-19 10:02,2017-12-19 10:02
7086,1,1,1,1,14.98,Reston,VA,VA,US,,,,,2017-12-20 5:10,2017-12-20 5:10
7087,1,1,1,1,14.98,GLEN MORGAN,WV,WV,US,,,,,2017-12-17 16:07,2017-12-17 16:07
7088,1,1,1,1,14.98,RALEIGH,NC,NC,US,,,,,2017-12-19 18:56,2017-12-19 18:56
7089,1,1,1,1,14.98,SNOQUALMIE,WA,WA,US,,,,,2017-12-19 21:54,2017-12-19 21:54
7090,1,1,1,1,16.98,WASHINGTON,DC,DC,US,,,,,2017-12-19 19:02,2017-12-19 19:02
7091,1,1,1,1,14.98,BOYNTON BEACH,FL,FL,US,,,,,2017-12-18 8:59,2017-12-18 8:59
7092,1,1,1,1,14.98,Springfield,MO,MO,US,,,,,2017-12-19 16:55,2017-12-19 16:55
7093,1,1,1,1,14.98,DEVON,PA,PA,US,,,,,2017-12-19 5:36,2017-12-19 5:36
7094,1,1,1,1,14.98,Goldens Bridge,NY,NY,US,,,,,2017-12-20 3:10,2017-12-20 3:10
7095,1,1,1,1,14.98,WEST SACRAMENTO,CA,CA,US,,,,,2017-12-20 11:02,2017-12-20 11:02
7096,1,1,1,1,14.98,GREENFIELD,MA,MA,US,,,,,2017-12-19 10:09,2017-12-19 10:09
7097,1,1,1,1,14.98,EDMOND,OK,OK,US,,,,,2017-12-20 14:50,2017-12-20 14:50
7098,1,1,1,1,14.98,AUSTIN,TX,TX,US,,,,,2017-12-19 7:13,2017-12-19 7:13
7099,1,1,1,1,14.98,Spring Hill,FL,FL,US,,,,,2017-12-20 3:46,2017-12-20 3:46
7100,1,1,1,1,14.98,Covington,Louisiana,LA,US,,,,,2017-12-20 12:58,2017-12-20 12:58
7101,3,1,3,3,44.94,CARLSBAD,CA,CA,US,,,,,2018-03-15 11:42,2017-12-14 10:21
7102,1,1,1,1,14.98,MONTCLAIR,NJ,NJ,US,,,,,2017-12-10 18:42,2017-12-10 18:42
7103,1,1,1,1,14.98,MILPITAS,CA,CA,US,,,,,2017-12-15 15:50,2017-12-15 15:50
7104,1,1,1,1,14.98,Blakeslee,PA,PA,US,,,,,2017-11-28 13:39,2017-11-28 13:39
7105,1,1,2,1,29.96,HOUSTON,TX,TX,US,,,,,2017-12-15 11:59,2017-12-15 11:59
7107,1,1,1,1,14.98,WICHITA,KS,KS,US,,,,,2017-12-11 12:43,2017-12-11 12:43
7108,1,1,1,1,14.98,COKATO,MN,MN,US,,,,,2017-12-20 17:49,2017-12-20 17:49
7109,1,1,1,1,14.98,MULLICA HILL,NJ,NJ,US,,,,,2017-12-10 8:51,2017-12-10 8:51
7111,1,1,1,1,14.98,BROOKLYN,NY,NY,US,,,,,2017-12-20 13:27,2017-12-20 13:27
7112,1,1,1,1,14.98,DODGEVILLE,WI,WI,US,,,,,2017-12-20 18:23,2017-12-20 18:23
7113,1,1,1,1,14.98,CARLSBAD,CA,CA,US,,,,,2017-12-19 23:11,2017-12-19 23:11
7115,1,1,1,1,14.98,LOUISVILLE,KY,KY,US,,,,,2017-12-20 8:20,2017-12-20 8:20
7116,1,1,1,1,14.98,EDEN PRAIRIE,MN,MN,US,,,,,2017-12-20 12:06,2017-12-20 12:06
7117,1,1,1,1,14.98,NEWPORT BEACH,CA,CA,US,,,,,2017-12-19 13:44,2017-12-19 13:44
7118,1,1,1,1,14.98,Niagara falls,new York,NY,US,,,,,2017-12-16 6:09,2017-12-16 6:09
7119,1,1,1,1,14.98,Crooked River Ranch,Or,OR,US,,,,,2017-12-19 15:55,2017-12-19 15:55
7120,1,1,1,1,14.98,MADISON,AL,AL,US,,,,,2017-12-16 10:22,2017-12-16 10:22
7121,1,1,1,1,14.98,SAN BRUNO,CA,CA,US,,,,,2017-12-17 10:25,2017-12-17 10:25
7122,1,1,1,1,14.98,HOLLANDALE,MN,MN,US,,,,,2017-12-20 14:53,2017-12-20 14:53
7123,1,1,1,1,14.98,ALNA,ME,ME,US,,,,,2017-12-20 13:59,2017-12-20 13:59
7124,1,1,1,1,14.98,LANDOVER,MD,MD,US,,,,,2017-12-12 23:03,2017-12-12 23:03
7125,1,1,1,1,14.98,NEW ROCHELLE,NY,NY,US,,,,,2017-12-15 18:51,2017-12-15 18:51
7126,1,1,1,1,14.98,ROYERSFORD,PA,PA,US,,,,,2017-12-20 2:09,2017-12-20 2:09
7127,1,1,1,1,14.98,ANCHORAGE,AK,AK,US,,,,,2017-12-11 16:19,2017-12-11 16:19
7128,1,1,1,1,14.98,Ventura,CA,CA,US,,,,,2017-12-17 9:03,2017-12-17 9:03
7129,1,1,1,1,14.98,MOUNTAIN VIEW,CA,CA,US,,,,,2017-12-18 21:03,2017-12-18 21:03
7130,1,1,1,1,14.98,HIDALGO,TX,TX,US,,,,,2017-12-13 5:34,2017-12-13 5:34
7131,1,1,2,1,29.96,WASHINGTON CROSSING,PA,PA,US,,,,,2017-12-21 6:42,2017-12-21 6:42
7132,1,1,1,1,14.98,Lorton,VA,VA,US,,,,,2017-12-20 5:03,2017-12-20 5:03
7133,1,1,1,1,14.98,ANTIOCH,TN,TN,US,,,,,2017-12-20 23:26,2017-12-20 23:26
7134,1,1,1,1,14.98,Ewa Beach,HI,HI,US,,,,,2017-12-12 12:54,2017-12-12 12:54
7135,1,1,1,1,14.98,THE DALLES,OR,OR,US,,,,,2017-12-20 15:59,2017-12-20 15:59
7137,1,1,1,1,14.98,Marblehead,MA,MA,US,,,,,2017-12-21 9:52,2017-12-21 9:52
7138,1,1,1,1,14.98,HILLSDALE,NEW JERSEY,NJ,US,,,,,2017-12-21 0:54,2017-12-21 0:54
7139,1,1,1,1,14.98,San Francisco,CA,CA,US,,,,,2017-12-20 0:41,2017-12-20 0:41
7140,1,1,1,1,14.98,ORLANDO,FL,FL,US,,,,,2017-12-19 18:58,2017-12-19 18:58
7141,1,1,1,1,16.98,ELMONT,NY,NY,US,,,,,2017-12-21 18:27,2017-12-21 18:27
7142,1,1,1,1,16.98,VANCOUVER,WA,WA,US,,,,,2017-12-21 11:30,2017-12-21 11:30
7143,1,1,1,1,14.98,SIERRA VISTA,ARIZONA,AZ,US,,,,,2017-12-21 7:55,2017-12-21 7:55
7144,1,1,1,1,14.98,MILWAUKIE,OR,OR,US,,,,,2017-12-21 10:15,2017-12-21 10:15
7145,1,1,1,1,14.98,PETALUMA,CA,CA,US,,,,,2017-12-21 9:11,2017-12-21 9:11
7146,1,1,1,1,14.98,BLOOMINGTON,CA,CA,US,,,,,2017-12-21 17:18,2017-12-21 17:18
7147,1,1,1,1,14.98,MCKINNEY,TX,TX,US,,,,,2017-12-21 17:27,2017-12-21 17:27
7149,1,1,1,1,14.98,Spring Grove,IL,IL,US,,,,,2017-12-21 16:01,2017-12-21 16:01
7150,1,1,1,1,14.98,LOS ANGELES,CA,CA,US,,,,,2017-12-21 9:18,2017-12-21 9:18
7151,1,1,1,1,14.98,TOOELE,UT,UT,US,,,,,2017-12-17 11:33,2017-12-17 11:33
7152,1,1,1,1,16.98,LA PORTE,TX,TX,US,,,,,2017-12-22 0:58,2017-12-22 0:58
7153,1,1,1,1,16.98,HAMPSTEAD,NC,NC,US,,,,,2017-12-21 5:30,2017-12-21 5:30
7154,1,1,1,1,14.98,NORRIDGE,IL,IL,US,,,,,2017-12-21 15:05,2017-12-21 15:05
7155,3,1,9,3,128.82,BUFFALO,NY,NY,US,,,,,2018-05-20 7:31,2017-12-21 12:44
7156,1,1,2,1,29.96,GATLINBURG,TN,TN,US,,,,,2017-12-21 13:27,2017-12-21 13:27
7157,2,1,2,2,29.96,Weehawken,NJ,NJ,US,,,,,2018-07-11 6:32,2017-12-20 13:25
7158,1,1,1,1,14.98,SACRAMENTO,CA,CA,US,,,,,2017-12-20 23:19,2017-12-20 23:19
7159,1,1,1,1,14.98,WOODSIDE,NY,NY,US,,,,,2017-12-21 16:21,2017-12-21 16:21
7160,1,1,1,1,14.98,SAN RAMON,CA,CA,US,,,,,2017-12-21 20:57,2017-12-21 20:57
7161,1,1,1,1,14.98,ANTELOPE,CA,CA,US,,,,,2017-12-21 22:51,2017-12-21 22:51
7162,1,1,1,1,14.98,PLATTE CITY,MO,MO,US,,,,,2017-12-18 9:07,2017-12-18 9:07
7163,1,1,1,1,14.98,GARDENA,CA,CA,US,,,,,2017-12-21 19:15,2017-12-21 19:15
7164,1,1,1,1,14.98,SALINA,KS,KS,US,,,,,2017-12-21 18:43,2017-12-21 18:43
7165,1,1,1,1,14.98,PASADENA,TX,TX,US,,,,,2017-12-22 7:57,2017-12-22 7:57
7166,1,1,1,1,14.98,KATY,TEXAS,TX,US,,,,,2017-12-19 20:52,2017-12-19 20:52
7167,1,1,1,1,14.98,KEY LARGO,FL,FL,US,,,,,2017-12-21 14:09,2017-12-21 14:09
7168,1,1,1,1,14.98,ANCHORAGE,ALASKA,AK,US,,,,,2017-12-13 10:43,2017-12-13 10:43
7169,1,1,1,1,14.98,EAGLE PASS,TX,TX,US,,,,,2017-12-22 10:10,2017-12-22 10:10
7170,1,1,1,1,14.98,Eldon,Ia,IA,US,,,,,2017-12-22 5:35,2017-12-22 5:35
7171,2,1,2,2,26.73,CROSSVILLE,TN,TN,US,,,,,2019-06-15 12:42,2017-12-22 8:19
7172,1,1,1,1,14.98,San Fernando,Ca,CA,US,,,,,2017-12-22 10:10,2017-12-22 10:10
7174,1,1,1,1,14.98,BARRINGTON,RI,RI,US,,,,,2017-12-21 12:25,2017-12-21 12:25
7175,1,1,1,1,14.98,OMAHA,NE,NE,US,,,,,2017-12-20 9:19,2017-12-20 9:19
7176,1,1,1,1,14.98,OLYMPIA,WA,WA,US,,,,,2017-12-05 7:10,2017-12-05 7:10
7177,1,1,1,1,14.98,CEDAR FALLS,IA,IA,US,,,,,2017-12-21 19:42,2017-12-21 19:42
7178,1,1,1,1,16.98,Brooklyn,New York,NY,US,,,,,2017-12-22 13:43,2017-12-22 13:43
7179,1,1,1,1,14.98,PROVO,UT,UT,US,,,,,2017-12-20 22:51,2017-12-20 22:51
7180,1,1,1,1,14.98,MISSION VIEJO,CA,CA,US,,,,,2017-12-22 19:09,2017-12-22 19:09
7181,1,1,1,1,14.98,BATON ROUGE,LA,LA,US,,,,,2017-12-21 20:26,2017-12-21 20:26
7182,1,1,1,1,16.98,SCOTTSDALE,AZ,AZ,US,,,,,2017-12-22 12:13,2017-12-22 12:13
7183,1,1,1,1,14.98,SAN ANTONIO,TX,TX,US,,,,,2017-12-22 15:39,2017-12-22 15:39
7184,1,1,1,1,14.98,SAN ANTONIO,TX,TX,US,,,,,2017-12-22 20:19,2017-12-22 20:19
7185,1,1,1,1,14.98,SURPRISE,AZ,AZ,US,,,,,2017-12-22 5:47,2017-12-22 5:47
7186,1,1,1,1,14.98,NEWBURYPORT,MA,MA,US,,,,,2017-12-22 10:50,2017-12-22 10:50
7187,1,1,1,1,14.98,Apple Valley,MN,MN,US,,,,,2017-12-20 9:44,2017-12-20 9:44
7188,1,1,1,1,14.98,Richardson,TX,TX,US,,,,,2017-12-21 13:59,2017-12-21 13:59
7190,1,1,1,1,14.98,Chicago,IL,IL,US,,,,,2017-12-23 0:12,2017-12-23 0:12
7191,1,1,1,1,14.98,TITUSVILLE,FL,FL,US,,,,,2017-12-19 13:49,2017-12-19 13:49
7192,1,1,1,1,14.98,DAVIS,CA,CA,US,,,,,2017-12-21 11:42,2017-12-21 11:42
7193,2,1,2,2,29.96,CHICAGO,IL,IL,US,,,,,2018-01-17 22:39,2017-12-22 21:10
7194,2,1,2,2,29.96,PALM CITY,FL,FL,US,,,,,2018-01-30 19:45,2017-12-23 11:18
7195,1,1,1,1,14.98,KANSAS CITY,MO,MO,US,,,,,2017-12-23 12:52,2017-12-23 12:52
7196,1,1,1,1,14.98,BAY VILLAGE,OH,OH,US,,,,,2017-12-23 8:41,2017-12-23 8:41
7197,1,1,1,1,14.98,Hilton head island,SC,SC,US,,,,,2017-12-23 11:17,2017-12-23 11:17
7198,1,1,1,1,14.98,FAIRFIELD,IA,IA,US,,,,,2017-12-23 10:00,2017-12-23 10:00
7199,1,1,1,1,14.98,Cincinnati,OH,OH,US,,,,,2017-12-23 12:02,2017-12-23 12:02
7200,1,1,1,1,14.98,WESTON,FL,FL,US,,,,,2017-12-23 10:51,2017-12-23 10:51
7201,1,1,1,1,14.98,Tuscola,TX,TX,US,,,,,2017-12-23 19:39,2017-12-23 19:39
7204,1,1,1,1,14.98,UNIVERSITY PLACE,WA,WA,US,,,,,2017-12-19 13:48,2017-12-19 13:48
7207,1,1,1,1,14.98,LAKEHURST,NJ,NJ,US,,,,,2017-12-23 18:42,2017-12-23 18:42
7214,1,1,1,1,14.98,FRUITLAND,ID,ID,US,,,,,2017-12-23 18:24,2017-12-23 18:24
7215,1,1,1,1,14.98,Delaware,oh,OH,US,,,,,2017-12-23 19:56,2017-12-23 19:56
